,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
2714,15,2016-07-22,Fight Valley,20000000,0,0,0.0
2542,43,2016-07-27,Nerve,20000000,38583626,70652284,3.5326142
2498,99,2016-07-29,Bad Moms,20000000,113257297,180998716,9.0499358
285,86,2016-07-29,Jason Bourne,120000000,162192920,416168316,3.4680693
99,100,2016-08-05,Suicide Squad,175000000,325100054,746059887,4.263199354285715
3314,15,2016-08-05,Operation Chromite,12700000,1022720,49196532,3.8737426771653545
790,91,2016-08-12,Peteâs Dragon,65000000,76233151,137768975,2.1195226923076924
3376,77,2016-08-12,Hell or High Water,12000000,27007844,37584304,3.1320253333333334
2021,22,2016-08-12,Florence Foster Jenkins,29000000,27383770,56000339,1.931046172413793
2727,28,2016-08-12,Sausage Party,19000000,97670358,141344255,7.439171315789474
1144,45,2016-08-19,War Dogs,50000000,43034523,86234503,1.72469006
1021,22,2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,1.4099658545454545
422,23,2016-08-19,Ben-Hur,95000000,26410477,91669648,0.9649436631578947
3803,4,2016-08-26,Greater,9000000,2000093,2000093,0.22223255555555554
2673,74,2016-08-26,Hands of Stone,20000000,4712792,5031975,0.25159875
3538,39,2016-08-26,Donât Breathe,10000000,89217875,158973685,15.8973685
1493,94,2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2.743471
2633,34,2016-09-02,The Light Between Oceans,20000000,12545979,22281732,1.1140866
4848,49,2016-09-02,Antibirth,2500000,0,0,0.0
4385,86,2016-09-02,Yoga Hosers,5000000,0,22958,0.0045916
3904,5,2016-09-02,Morgan,8000000,3915251,7298786,0.91234825
3287,88,2016-09-09,Robinson Crusoe,13000000,8005586,42446455,3.265111923076923
3584,85,2016-09-09,When the Bough Breaks,10000000,29747603,30768449,3.0768449
849,50,2016-09-09,Sully,60000000,125070033,238524556,3.9754092666666665
3712,13,2016-09-09,Kicks,10000000,150191,150191,0.0150191
3129,30,2016-09-09,The Disappointments Room,15000000,2423467,3503761,0.23358406666666667
1178,79,2016-09-16,Snowden,50000000,21587519,35380918,0.70761836
3600,1,2016-09-16,Blair Witch,10000000,20777061,38985577,3.8985577
1702,3,2016-09-16,Bridget Jonesâs Baby,35000000,24139805,205822688,5.880648228571428
454,55,2016-09-23,The Magnificent Seven,90000000,93432655,162525156,1.8058350666666667
3456,57,2016-09-23,The Dressmaker,11900000,2022115,24041617,2.020303949579832
714,15,2016-09-23,Storks,70000000,72679278,183353431,2.6193347285714284
3105,6,2016-09-23,Queen of Katwe,15000000,8874389,10055481,0.6703654
146,47,2016-09-30,Deepwater Horizon,156000000,61433527,122603824,0.7859219487179487
3665,66,2016-09-30,Denial,10000000,4073448,9263940,0.926394
329,30,2016-09-30,Miss Peregrineâs Home for Peculiar Children,110000000,87242834,295986876,2.690789781818182
4614,15,2016-09-30,American Honey,3500000,663247,2611750,0.7462142857142857
1267,68,2016-10-07,The Girl on the Train,45000000,75395035,174278214,3.8728492
3838,39,2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,23311293,2.7425050588235296
3616,17,2016-10-07,The Birth of a Nation,10000000,15861566,16891011,1.6891011
3667,68,2016-10-14,Max Steel,10000000,3818664,4563080,0.456308
3596,97,2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043,2.3591043
1399,100,2016-10-14,The Accountant,40000000,86260045,152962083,3.824052075
4880,81,2016-10-16,Mi America,2100000,3330,3330,0.0015857142857142858
5063,64,2016-10-21,Moonlight,1500000,27854931,65245512,43.497008
5084,85,2016-10-21,31,1500000,779820,922727,0.6151513333333334
2508,9,2016-10-21,Tyler Perryâs Boo! A Madea Halloween,20000000,73206343,73206343,3.66031715
5080,81,2016-10-21,Iâm Not Ashamed,1500000,2082980,2082980,1.3886533333333333
3774,75,2016-10-21,Ouija: Origin of Evil,9000000,35144505,81831866,9.092429555555556
884,85,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,159946489,2.6657748166666666
663,64,2016-10-28,Inferno,75000000,34343574,219519367,2.926924893333333
3850,51,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,8500000,0,1353287,0.15921023529411765
3227,28,2016-11-01,Reign of Assassins,14000000,0,11354230,0.8110164285714285
272,73,2016-11-04,Trolls,125000000,153707064,344150134,2.753201072
3791,92,2016-11-04,Loving,9000000,7710234,12898064,1.4331182222222223
1416,17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,4.22261705
127,28,2016-11-04,Doctor Strange,165000000,232641920,676404566,4.099421612121212
1539,40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,0.041594625
3649,50,2016-11-11,Shut In,10000000,6900335,11360665,1.1360665
1529,30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,0.75576005
2880,81,2016-11-11,Almost Christmas,17000000,42065185,42493506,2.499618
1233,34,2016-11-11,Arrival,47000000,100546139,203127894,4.321870085106383
3829,30,2016-11-18,Manchester by the Sea,8500000,47695371,77733867,9.145160823529412
3785,86,2016-11-18,The Edge of Seventeen,9000000,14431633,19096003,2.121778111111111
2402,3,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,1.4399413777777779
3930,31,2016-11-18,A Street Cat Named Bob,8000000,82703,17382693,2.172836625
84,85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,4.457793627777778
2711,12,2016-11-18,The History of Love,20000000,0,476624,0.0238312
2964,65,2016-11-18,Bleed for This,16000000,5083906,6603926,0.412745375
2118,19,2016-11-23,Rules Donât Apply,26700000,3652206,3871448,0.14499805243445693
346,47,2016-11-23,Allied,106000000,40098064,119266661,1.125157179245283
161,62,2016-11-23,Moana,150000000,248757044,637517365,4.250115766666666
3359,60,2016-11-25,Lion,12000000,51739495,149570720,12.464226666666667
2835,36,2016-11-25,Miss Sloane,18000000,3500605,7719630,0.42886833333333335
3786,87,2016-12-02,Jackie,9000000,13960394,36588512,4.065390222222222
4612,13,2016-12-02,Believe,3500000,890303,890303,0.2543722857142857
4338,39,2016-12-02,Incarnate,5000000,4799774,9371036,1.8742072
4062,63,2016-12-06,Oddball,7000000,0,10237229,1.4624612857142858
2491,92,2016-12-09,La La Land,20000000,151101803,426351163,21.31755815
1280,81,2016-12-09,Office Christmas Party,45000000,54767494,91323299,2.0294066444444443
4738,39,2016-12-09,The Bounce Back,3000000,321910,421404,0.140468
44,45,2016-12-16,Rogue One: A Star Wars Story,200000000,532177324,1049102856,5.24551428
2336,37,2016-12-16,Fences,24000000,57682904,64282881,2.678453375
1612,13,2016-12-16,Collateral Beauty,36000000,31016021,85309093,2.369697027777778
3755,56,2016-12-21,Dangal,9500000,12391761,294654618,31.01627557894737
327,28,2016-12-21,Passengers,110000000,100014699,302239672,2.747633381818182
279,80,2016-12-21,Assassinâs Creed,125000000,54647948,240759682,1.926077456
1468,69,2016-12-21,Patriots Day,40000000,31886361,52837989,1.320949725
628,29,2016-12-21,Sing,75000000,270329045,634454789,8.459397186666667
1241,42,2016-12-23,Silence,46500000,7100177,23726626,0.5102500215053763
1561,62,2016-12-23,Why Him?,38000000,60323786,117425156,3.0901356842105265
2163,64,2016-12-25,Hidden Figures,25000000,169607287,231771716,9.27086864
816,17,2016-12-25,Live by Night,65000000,10378555,21774432,0.33499126153846154
4353,54,2016-12-28,Paterson,5000000,2141423,10727536,2.1455072
5153,54,2016-12-31,Bodom,1250000,0,726460,0.581168
4461,62,2016-12-31,Airlift (2016),4400000,0,9969237,2.2657356818181817
5324,25,2016-12-31,Chemical Cut,1000000,0,0,0.0
1690,91,2017-01-06,Underworld: Blood Wars,35000000,30353973,81209222,2.320263485714286
1340,41,2017-01-06,A Monster Calls,43000000,3740823,46414530,1.0794076744186047
3976,77,2017-01-13,The Bye Bye Man,7400000,22395806,31187727,4.214557702702702
280,81,2017-01-13,Monster Trucks,125000000,33370166,61642798,0.493142384
514,15,2017-01-20,xXx: Return of Xander Cage,85000000,44898413,345033359,4.0592159882352945
4249,50,2017-01-20,Split,5000000,138141585,278964806,55.7929612
4925,26,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,2303792,1.151896
3089,90,2017-01-20,The Founder,15000000,12786053,24403192,1.6268794666666666
2185,86,2017-01-27,A Dogâs Purpose,25000000,64321890,203671625,8.146865
5744,45,2017-01-27,Emily,27000,3547,3547,0.13137037037037036
1483,84,2017-01-27,Resident Evil: The Final Chapter,40000000,26844692,314101190,7.85252975
4074,75,2017-01-31,Two Lovers and a Bear,6840000,0,22273,0.0032562865497076025
4962,63,2017-02-03,Growing up Smith,2000000,35312,35312,0.017656
2237,38,2017-02-03,Rings,25000000,27793018,82917283,3.31669132
1983,84,2017-02-03,The Space Between Us,30000000,7885294,16481405,0.5493801666666667
5231,32,2017-02-03,I Am Not Your Negro,1000000,7123919,9617402,9.617402
3134,35,2017-02-03,The Comedian,15000000,1658706,1658706,0.1105804
540,41,2017-02-10,The Lego Batman Movie,80000000,175750384,310660018,3.883250225
1393,94,2017-02-10,John Wick: Chapter Two,40000000,92029184,171350009,4.283750225
990,91,2017-02-10,Fifty Shades Darker,55000000,114434010,381398492,6.934518036363636
191,92,2017-02-17,The Great Wall,150000000,45157105,334486852,2.2299123466666666
3160,61,2017-02-17,In Dubious Battle,15000000,0,214182,0.0142788
2228,29,2017-02-17,Fist Fight,25000000,32187017,40286416,1.61145664
4242,43,2017-02-24,The Girl with all the Gifts,5250000,0,4801837,0.914635619047619
4248,49,2017-02-24,Get Out,5000000,176040665,255367951,51.0735902
946,47,2017-02-24,Rock Dog,60000000,9420546,24148488,0.4024748
2479,80,2017-02-24,Bitter Harvest,21000000,557241,606162,0.028864857142857143
2012,13,2017-02-24,Collide,29200000,2280004,5466698,0.18721568493150684
4344,45,2017-03-03,Table 19,5000000,3614896,4620399,0.9240798
258,59,2017-03-03,Logan,127000000,226277068,615461394,4.846152708661418
4311,12,2017-03-03,Before I Fall,5000000,12241072,18945682,3.7891364
5202,3,2017-03-07,Departure,1100000,0,27561,0.025055454545454544
77,78,2017-03-10,Kong: Skull Island,185000000,168052812,561072059,3.0328219405405403
134,35,2017-03-17,Beauty and the Beast,160000000,504014165,1259199706,7.8699981625
2839,40,2017-03-17,T2: Trainspotting,18000000,2402004,42091262,2.3384034444444444
4320,21,2017-03-17,The Belko Experiment,5000000,10166820,11792942,2.3585884
293,94,2017-03-24,Power Rangers,120000000,85364450,142531552,1.1877629333333333
965,66,2017-03-24,Life,58000000,30234022,100929666,1.7401666551724138
2252,53,2017-03-24,CHiPS,25000000,18600152,23190292,0.92761168
270,71,2017-03-31,The Boss Baby,125000000,175003033,510878762,4.087030096
2606,7,2017-03-31,The Zookeeperâs Wife,20000000,17445186,26308749,1.31543745
339,40,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,1.5264608181818182
4003,4,2017-04-07,Gifted,7000000,24801212,36964656,5.280665142857143
904,5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,3.292976433333333
2339,40,2017-04-07,Going in Style,24000000,45018541,78672579,3.278024125
1981,82,2017-04-14,The Lost City of Z,30000000,8574339,17121823,0.5707274333333333
22,23,2017-04-14,The Fate of the Furious,250000000,225764765,1234846267,4.939385068
1621,22,2017-04-14,Queen of the Desert,36000000,0,1578543,0.04384841666666667
3403,4,2017-04-21,Unforgettable,12000000,11368012,16221211,1.3517675833333334
3682,83,2017-04-21,Free Fire,10000000,1799322,3793739,0.3793739
477,78,2017-04-21,The Promise,90000000,8224288,10551417,0.11723796666666667
5571,72,2017-04-28,Sleight,250000,3930990,3934450,15.7378
3574,75,2017-04-28,How to Be a Latin Lover,10000000,32149404,62556228,6.2556228
2803,4,2017-04-28,The Circle,18000000,20497844,40651864,2.258436888888889
2694,95,2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,43888531,2.19442655
1954,55,2017-04-28,Baahubali 2: The Conclusion,30000000,18985794,263502914,8.783430466666667
48,49,2017-05-05,Guardians of the Galaxy Vol 2,200000000,389813101,862316233,4.311581165
2398,99,2017-05-05,ChÄi dÃ n zhuÄnjiÄ,23000000,0,58807172,2.5568335652173912
5334,35,2017-05-12,Lowriders,916000,6179955,6188421,6.755918122270742
4728,29,2017-05-12,The Wall,3000000,1803064,4495262,1.4984206666666666
110,11,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,139630336,0.7978876342857143
1350,51,2017-05-12,Snatched,42000000,45852178,57852177,1.3774327857142856
3569,70,2017-05-19,"Everything, Everything",10000000,34121140,61603136,6.1603136
2426,27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,1.6186171363636364
411,12,2017-05-19,Alien: Covenant,97000000,74262031,238521247,2.4589819278350515
885,86,2017-05-25,Baywatch,60000000,58060186,175863783,2.93106305
24,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,3.4271353782608696
154,55,2017-06-02,Wonder Woman,150000000,412563408,821133378,5.47422252
1558,59,2017-06-02,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,3.3309966842105263
3690,91,2017-06-02,Churchill,10000000,1279681,7582196,0.7582196
64,65,2017-06-09,The Mummy,195000000,80101125,409953905,2.102327717948718
4303,4,2017-06-09,It Comes at Night,5000000,13985117,19720203,3.9440406
5645,46,2017-06-16,Arrowhead,180000,0,0,0.0
2586,87,2017-06-16,Rough Night,20000000,22105643,46844357,2.34221785
1290,91,2017-06-16,All Eyez on Me,45000000,44922302,54876855,1.2194856666666667
104,5,2017-06-16,Cars 3,175000000,152901115,383541369,2.1916649657142857
32,33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,2.778310322580645
4263,64,2017-06-23,The Big Sick,5000000,42872467,53972860,10.794572
1758,59,2017-06-28,Baby Driver,34000000,107825862,228104185,6.708946617647059
629,30,2017-06-30,Despicable Me 3,75000000,264624300,1034727750,13.79637
1485,86,2017-06-30,The House,40000000,25584504,31192425,0.779810625
98,99,2017-07-07,Spider-Man: Homecoming,175000000,334201140,880166350,5.029522
5685,86,2017-07-07,A Ghost Story,100000,1594798,2769782,27.69782
151,52,2017-07-14,War for the Planet of the Apes,152000000,146880162,489592267,3.2210017565789473
3396,97,2017-07-14,Wish Upon,12000000,14301505,23477345,1.9564454166666667
168,69,2017-07-21,Dunkirk,150000000,190068280,499837368,3.33224912
89,90,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,215098356,1.1949908666666667
2035,36,2017-07-21,Girls Trip,28000000,115108515,140886353,5.0316554642857145
1106,7,2017-07-28,The Emoji Movie,50000000,86089513,216562312,4.33124624
1893,94,2017-07-28,Atomic Blonde,30000000,51573925,98345423,3.2781807666666665
5238,39,2017-07-28,An Inconvenient Sequel,1000000,3496795,5839322,5.839322
894,95,2017-08-04,The Dark Tower,60000000,50701325,113461527,1.89102545
5392,93,2017-08-04,Columbus,700000,1017107,1110511,1.5864442857142858
2468,69,2017-08-04,Kidnap,21000000,30718107,34836080,1.6588609523809523
3001,2,2017-08-11,Annabelle: Creation,15000000,102092201,305384865,20.358991
1480,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,1.435959725
1864,65,2017-08-18,The Hitmanâs Bodyguard,30000000,75468583,172778667,5.7592889
5255,56,2017-08-18,Patti Cake$,1000000,800148,1471090,1.47109
2020,21,2017-08-18,Logan Lucky,29000000,27778642,44264271,1.526354172413793
4536,37,2017-08-25,Polina danser sa vie,4000000,165203,953314,0.2383285
1833,34,2017-08-25,Birth of the Dragon,31000000,6901965,7220490,0.2329190322580645
4911,12,2017-08-25,All Saints,2000000,5802208,5941994,2.970997
1946,47,2017-08-25,Ballerina,30000000,21858070,96892829,3.2297609666666665
4846,47,2017-09-01,Sky Sharks,2500000,0,0,0.0
2307,8,2017-09-01,Tulip Fever,25000000,2455635,6792768,0.27171072
3056,57,2017-09-08,Home Again,15000000,27020284,37336874,2.489124933333333
1623,24,2017-09-08,It,35000000,327481748,697457969,19.927370542857144
827,28,2017-09-15,American Assassin,63000000,36249674,68310140,1.0842879365079365
1958,59,2017-09-15,mother!,30000000,17800004,42531076,1.4177025333333333
1989,90,2017-09-22,Stronger,30000000,4211129,8786752,0.29289173333333335
3747,48,2017-09-22,Friend Request,9900000,3759078,11310835,1.142508585858586
2472,73,2017-09-22,Victoria and Abdul,21000000,22245070,68271146,3.251006952380952
2275,76,2017-09-22,Battle of the Sexes,25000000,12638526,18445379,0.73781516
353,54,2017-09-22,Kingsman: The Golden Circle,104000000,100234838,408803696,3.930804769230769
719,20,2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,1.7533885857142857
2912,13,2017-09-26,"Mune, le gardien de la lune",17000000,0,14534046,0.8549438823529412
3938,39,2017-09-29,"Don Gato, el inicio de la pandilla",8000000,0,4604656,0.575582
1131,32,2017-09-29,American Made,50000000,51342000,135569212,2.71138424
2610,11,2017-09-29,Flatliners,20000000,16883115,45173738,2.2586869
79,80,2017-10-06,Blade Runner 2049,185000000,92054159,259357408,1.4019319351351351
4910,11,2017-10-06,The Florida Project,2000000,5904366,11295324,5.647662
5253,54,2017-10-06,Visages villages,1000000,952432,4015686,4.015686
4755,56,2017-10-10,Demonic,3000000,0,4668109,1.5560363333333334
1680,81,2017-10-13,The Foreigner,35000000,34393507,140783360,4.022381714285714
4257,58,2017-10-13,Happy Death Day,5000000,55683845,125010260,25.002052
3406,7,2017-10-13,Marshall,12000000,10051659,10116816,0.843068
4094,95,2017-10-20,Same Kind of Different as Me,6500000,6423605,6423605,0.9882469230769231
1574,75,2017-10-20,Only the Brave,38000000,18340051,24555177,0.6461888684210526
2530,31,2017-10-20,Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572,2.3939786
1739,40,2017-10-20,The Snowman,35000000,6670765,43226146,1.2350327428571428
398,99,2017-10-20,Geostorm,100000000,33700160,220796009,2.20796009
4702,3,2017-10-27,Let There Be Light,3000000,7233471,7241309,2.4137696666666666
3560,61,2017-10-27,Jigsaw,10000000,38052832,102445196,10.2445196
2647,48,2017-10-27,Thank You for Your Service,20000000,9479390,9985316,0.4992658
2039,40,2017-11-01,A Bad Moms Christmas,28000000,72110659,127710550,4.561091071428572
3552,53,2017-11-03,Lady Bird,10000000,48958273,78610769,7.8610769
2681,82,2017-11-03,LBJ,20000000,2468683,2507181,0.12535905
81,82,2017-11-03,Thor: Ragnarok,180000000,315058289,846980024,4.705444577777778
3358,59,2017-11-10,"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,13.34932625
994,95,2017-11-10,Murder on the Orient Express,55000000,102826543,345922730,6.289504181818182
704,5,2017-11-10,Daddyâs Home 2,70000000,104029443,175807183,2.511531185714286
2439,40,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012,0.5894096363636364
8,9,2017-11-17,Justice League,300000000,229024295,655945209,2.18648403
2538,39,2017-11-17,The Star,20000000,40847995,62758010,3.1379005
2494,95,2017-11-17,Wonder,20000000,132422809,304604712,15.2302356
101,2,2017-11-22,Coco,175000000,209726015,798008101,4.560046291428572
1883,84,2017-11-22,Darkest Hour,30000000,56443120,150807172,5.026905733333333
2718,19,2017-12-01,The Shape of Water,19500000,63859435,195790794,10.040553538461538
3599,100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,2.8717667
4458,59,2017-12-01,Daisy Winters,4500000,0,0,0.0
2443,44,2017-12-08,Just Getting Started,22000000,6069605,6756412,0.30710963636363636
3482,83,2017-12-08,"I, Tonya",11000000,30014534,53797409,4.890673545454545
479,80,2017-12-13,Bright,90000000,0,0,0.0
313,14,2017-12-15,Ferdinand,111000000,84410380,289847930,2.6112426126126125
4,5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000,620181382,1316721747,4.153696362776025
437,38,2017-12-20,Jumanji: Welcome to the Jungle,90000000,404508916,964496193,10.716624366666666
