,id,year,movie,production_budget,domestic_gross,total_gross,profitability
4009,10,2000,Michael Jordan to the MAX,7000000,18642318,18642318,2.663188285714286
1475,76,2000,The Art of War,40000000,30199105,30199105,0.754977625
3794,95,2000,The Way of the Gun,9000000,6047856,13061935,1.451326111111111
468,69,2000,Mission to Mars,90000000,60874615,106000000,1.1777777777777778
5256,57,2000,Panic,1000000,779137,1425707,1.425707
1904,5,2000,Pokemon 2000,30000000,43746923,133946923,4.464897433333333
1076,77,2000,"Me, Myself & Irene",51000000,90570999,149270999,2.9268823333333334
282,83,2000,How the Grinch Stole Christmas,123000000,260044825,345141403,2.8060276666666666
963,64,2000,The Flintstones in Viva Rock Vegas,58000000,35231365,59431365,1.0246787068965517
1477,78,2000,Bless the Child,40000000,29374178,40435694,1.01089235
3783,84,2000,Boiler Room,9000000,16963963,28773637,3.197070777777778
2618,19,2000,Loser,20000000,15464026,18250106,0.9125053
3782,83,2000,The Contender,9000000,17804273,17804273,1.9782525555555555
3780,81,2000,Down to You,9000000,20035310,20035310,2.2261455555555556
1830,31,2000,Frequency,31000000,44983704,68079671,2.1961184193548386
1311,12,2000,All the Pretty Horses,45000000,15527125,18120267,0.4026726
1055,56,2000,Shaft,53012938,70327868,107190108,2.0219612804708165
4952,53,2000,Hum to Mohabbt Karega,2000000,121807,121807,0.0609035
5167,68,2000,But I'm a Cheerleader,1200000,2205627,2509344,2.09112
420,21,2000,The Road to El Dorado,95000000,50802661,65700000,0.6915789473684211
1256,57,2000,Miss Congeniality,45000000,106807667,213420951,4.7426878
1770,71,2000,Big Momma's House,33000000,117559438,173559438,5.259376909090909
5440,41,2000,Groove,500000,1115313,1167524,2.335048
283,84,2000,Mission: Impossible 2,120000000,215409889,549588516,4.5799043
4933,34,2000,Hamlet,2000000,1577287,2419669,1.2098345
4281,82,2000,Billy Elliot,5000000,21995263,109253745,21.850749
2337,38,2000,The Whole Nine Yards,24000000,57262492,85527867,3.563661125
4241,42,2000,A Room for Romeo Brass,5250000,20097,20097,0.003828
3118,19,2000,The In Crowd,15000000,5217498,5217498,0.3478332
2725,26,2000,Scary Movie,19000000,157019771,277200000,14.589473684210526
2807,8,2000,Center Stage,18000000,17200925,21361109,1.1867282777777777
1013,14,2000,Shanghai Noon,55000000,56932305,71189835,1.2943606363636364
3752,53,2000,Next Friday,9500000,57176582,59675307,6.281611263157894
257,58,2000,Dinosaur,127500000,137748063,356148063,2.7933181411764707
3691,92,2000,Cecil B. Demented,10000000,1276984,1953882,0.1953882
985,86,2000,Meet the Parents,55000000,166225040,330425040,6.007728
1456,57,2000,Autumn in New York,40000000,37752931,90717684,2.2679421
4921,22,2000,Ghost Dog: The Way of the Samurai,2000000,3330230,10672492,5.336246
444,45,2000,What Lies Beneath,90000000,155464351,288693989,3.207710988888889
5223,24,2000,Godzilla 2000,1000000,10037390,10037390,10.03739
1276,77,2000,Coyote Ugly,45000000,60786269,113916474,2.5314772
1462,63,2000,Hanging Up,40000000,36037909,51867723,1.296693075
5246,47,2000,The Broken Hearts Club: A Romantic Comedy,1000000,1744858,2022442,2.022442
447,48,2000,Charlie's Angels,90000000,125305545,259736090,2.8859565555555555
1465,66,2000,Pay it Forward,40000000,33508922,55696705,1.392417625
3994,95,2000,My Dog Skip,7000000,34099640,35795319,5.113617
2692,93,2000,The Yards,20000000,882710,2282710,0.1141355
2742,43,2000,Thomas and the Magic Railroad,19000000,15911332,15911332,0.8374385263157895
1335,36,2000,Finding Forrester,43000000,51768623,80013623,1.8607819302325581
5364,65,2000,Deterrence,800000,144583,371647,0.46455875
926,27,2000,The Legend of Bagger Vance,60000000,30695227,39235486,0.6539247666666667
3491,92,2000,The Ladies Man,11000000,13592872,13719474,1.247224909090909
921,22,2000,Almost Famous,60000000,32522352,47371191,0.78951985
648,49,2000,Vertical Limit,75000000,68473360,213500000,2.8466666666666667
665,66,2000,Titan A.E.,75000000,22751979,36751979,0.49002638666666665
487,88,2000,Cast Away,85000000,233632142,427230516,5.026241364705882
1720,21,2000,Dungeons and Dragons,35000000,15185241,33771965,0.9649132857142857
5747,48,2000,The Terrorist,25000,195043,195043,7.80172
4841,42,2000,Anatomie,2500000,9598,9598,0.0038392
3097,98,2000,Here on Earth,15000000,10494147,10845127,0.7230084666666666
624,25,2000,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610,0.4622317105263158
817,18,2000,Lucky Numbers,65000000,10014234,10014234,0.15406513846153846
808,9,2000,Proof of Life,65000000,32598931,62761005,0.9655539230769231
604,5,2000,Red Planet,80000000,17480890,33463969,0.4182996125
2570,71,2000,High Fidelity,20000000,27277055,47881663,2.39408315
3581,82,2000,Snatch,10000000,30093107,83593107,8.3593107
2947,48,2000,Boys and Girls,16000000,21799652,21799652,1.36247825
597,98,2000,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663,0.3715707875
4750,51,2000,Just Looking,3000000,39852,39852,0.013284
593,94,2000,Thirteen Days,80000000,34566746,66554547,0.8319318375
526,27,2000,Nutty Professor II: The Klumps,84000000,123307945,166307945,1.979856488095238
793,94,2000,The Kid,65000000,69688384,69688384,1.0721289846153845
4322,23,2000,Digimon: The Movie,5000000,9628751,16628751,3.3257502
4645,46,2000,Human Traffic,3300000,104257,5422740,1.6432545454545455
3088,89,2000,Highlander: Endgame,15000000,12801190,12801190,0.8534126666666667
2437,38,2000,The Little Vampire,22000000,13555988,13555988,0.6161812727272727
5541,42,2000,God's Army,300000,2637726,2652515,8.841716666666667
4827,28,2000,Jesus' Son,2500000,1282084,1687548,0.6750192
3077,78,2000,Eye of the Beholder,15000000,16500786,18260865,1.217391
3065,66,2000,Urban Legends: Final Cut,15000000,21468807,38574362,2.571624133333333
2188,89,2000,Romeo Must Die,25000000,55973336,91036760,3.6414704
674,75,2000,Unbreakable,73243106,94999143,248099143,3.387337819889834
3410,11,2000,Screwed,12000000,6982680,6982680,0.58189
505,6,2000,102 Dalmatians,85000000,66941559,66941559,0.7875477529411765
4433,34,2000,Requiem for a Dream,4500000,3635482,7389233,1.6420517777777779
1712,13,2000,Wonder Boys,35000000,19389454,33422485,0.9549281428571429
3674,75,2000,The House of Mirth,10000000,3041803,5149131,0.5149131
3106,7,2000,Whatever it Takes,15000000,8735529,8735529,0.5823686
635,36,2000,X-Men,75000000,157299717,296872367,3.958298226666667
2966,67,2000,Duets,16000000,4734235,6615452,0.41346575
940,41,2000,Supernova,60000000,14218868,14816494,0.24694156666666667
2182,83,2000,Chocolat,25000000,71309760,152500343,6.10001372
3660,61,2000,Black and White,10000000,5241315,5241315,0.5241315
1502,3,2000,Get Carter,40000000,14967182,19417182,0.48542955
1719,20,2000,Bait,35000000,15325127,15471969,0.4420562571428571
4500,1,2000,3 Strikes,4000000,9821335,9821335,2.45533375
3678,79,2000,Bamboozled,10000000,2185266,2373937,0.2373937
3543,44,2000,Bring it On,10000000,68353550,90453550,9.045355
5727,28,2000,George Washington,42000,241816,342722,8.160047619047619
4710,11,2000,East is East,3000000,4170647,30438635,10.146211666666666
1618,19,2000,Isn't She Great,36000000,2954405,2954405,0.08206680555555555
3041,42,2000,Where the Heart Is,15000000,33771174,40862054,2.7241369333333334
2953,54,2000,Drowning Mona,16000000,15427192,15980376,0.9987735
2929,30,2000,Road Trip,16000000,68525609,119739110,7.483694375
5575,76,2000,Chuck&Buck,250000,1055671,1157672,4.630688
3036,37,2000,The Skulls,15000000,35007180,35007180,2.333812
4711,12,2000,Whipped,3000000,4142507,4142507,1.3808356666666666
534,35,2000,The 6th Day,82000000,34543701,96024898,1.1710353414634147
830,31,2000,U-571,62000000,77086030,127630030,2.058548870967742
1649,50,2000,The Cell,35000000,61280963,85911226,2.454606457142857
2998,99,2000,"Crouching Tiger, Hidden Dragon",15000000,128067808,213514672,14.234311466666666
1573,74,2000,The Ninth Gate,38000000,18653746,58394308,1.5366923157894736
461,62,2000,Hollow Man,90000000,73209340,191200000,2.1244444444444444
1797,98,2000,Men of Honor,32000000,48814909,82339483,2.57310884375
3685,86,2000,Gun Shy,10000000,1638202,1638202,0.1638202
3236,37,2000,Quills,13500000,7060876,11732088,0.8690435555555556
2345,46,2000,Return to Me,24000000,32662299,32662299,1.360929125
1676,77,2000,Bounce,35000000,36805288,53425292,1.5264369142857144
4494,95,2000,Saving Grace,4000000,12178602,27786849,6.94671225
2019,20,2000,Keeping the Faith,29000000,37036404,45336404,1.563324275862069
2266,67,2000,The Next Best Thing,25000000,14983572,24355762,0.97423048
869,70,2000,The Family Man,60000000,75764085,124715863,2.0785977166666667
5729,30,2000,Smiling Fish and Goat on Fire,40000,277233,277233,6.930825
2532,33,2000,The Tigger Movie,20000000,45542421,96147688,4.8073844
586,87,2000,Little Nicky,80000000,39442871,58270391,0.7283798875
787,88,2000,Space Cowboys,65000000,90454043,128874043,1.9826775846153846
4533,34,2000,Psycho Beach Party,4000000,267972,267972,0.066993
771,72,2000,What Women Want,65000000,182805123,374105123,5.755463430769231
4535,36,2000,The Big Tease,4000000,185577,185577,0.04639425
2060,61,2000,Dracula 2000,28000000,33000377,33000377,1.178584892857143
5658,59,2000,The Woman Chaser,150000,110719,110719,0.7381266666666667
5610,11,2000,Urbania,225000,1032075,1032075,4.587
5619,20,2000,Trois,200000,1161843,1161843,5.809215
2134,35,2000,"O Brother, Where Art Thou?",26000000,45506619,75763814,2.913992846153846
1614,15,2000,Reindeer Games,36000000,23360779,23360779,0.6489105277777778
3630,31,2000,The Legend of Drunken Master,10000000,11546543,11546543,1.1546543
880,81,2000,Rules of Engagement,60000000,61322858,71719931,1.1953321833333332
3627,28,2000,The Gift,10000000,12008642,44567606,4.4567606
3057,58,2000,Book of Shadows: Blair Witch 2,15000000,26421314,47721314,3.1814209333333334
3055,56,2000,Love and Basketball,15000000,27441122,27709625,1.8473083333333333
4543,44,2000,An Everlasting Piece,4000000,75078,75078,0.0187695
4613,14,2000,La otra conquista,3500000,886410,886410,0.25326
2070,71,2000,Lost Souls,28000000,16779636,31320293,1.118581892857143
3662,63,2001,On the Line,10000000,4365455,4690802,0.4690802
1226,27,2001,Kate and Leopold,48000000,47095453,70937778,1.477870375
366,67,2001,Planet of the Apes,100000000,180011740,362211740,3.6221174
342,43,2001,The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887210985,8.139550321100918
4102,3,2001,Aberdeen,6500000,64148,64148,0.009868923076923077
5038,39,2001,In the Bedroom,1700000,35930604,42137871,24.786982941176472
344,45,2001,Ali,109000000,58183966,87683966,0.8044400550458716
409,10,2001,The Mummy Returns,98000000,202007640,435040395,4.4391877040816325
4942,43,2001,Dinner Rush,2000000,638227,1075504,0.537752
5244,45,2001,Sidewalks of New York,1000000,2402459,3575308,3.575308
1061,62,2001,Domestic Disturbance,53000000,45207112,54207112,1.0227756981132075
429,30,2001,Jurassic Park III,93000000,181166115,365900000,3.934408602150538
3972,73,2001,The Hole,7500000,0,10834406,1.4445874666666667
427,28,2001,Lara Croft: Tomb Raider,94000000,131144183,273330185,2.907767925531915
262,63,2001,Harry Potter and the Sorcererâs Stone,125000000,317871467,975047606,7.800380848
1082,83,2001,Shrek,50000000,267655011,491812794,9.83625588
5090,91,2001,Session 9,1500000,378176,1619602,1.0797346666666667
4167,68,2001,Novocaine,6000000,2025238,2522928,0.420488
4958,59,2001,Eureka,2000000,49388,76654,0.038327
4171,72,2001,The Business of Strangers,6000000,1030920,1290920,0.21515333333333334
1306,7,2001,The Pledge,45000000,19719930,29406132,0.6534696
306,7,2001,"Monsters, Inc.",115000000,289423425,559757719,4.867458426086957
3708,9,2001,High Heels and Low Lifes,10000000,226792,226792,0.0226792
1269,70,2001,Scary Movie 2,45000000,71277420,141189101,3.137535577777778
5391,92,2001,L.I.E.,700000,1140965,1140965,1.62995
938,39,2001,The Last Castle,60000000,18208078,20541668,0.34236113333333335
4327,28,2001,The Forsaken,5000000,6755271,6755271,1.3510542
510,11,2001,Enemy at the Gates,85000000,51396781,96971293,1.1408387411764707
975,76,2001,Captain Corelli's Mandolin,57000000,25528495,62097495,1.0894297368421053
4878,79,2001,Bully,2100000,881824,1381824,0.6580114285714286
1417,18,2001,The Mexican,40000000,66808615,145238250,3.63095625
5023,24,2001,Songcatcher,1800000,3050934,3050934,1.6949633333333334
4296,97,2001,O (Othello),5000000,16017403,16017403,3.2034806
5251,52,2001,No Man's Land,1000000,1067481,2684207,2.684207
1060,61,2001,Moulin Rouge,53000000,57386369,179200588,3.381143169811321
1225,26,2001,K-PAX,48000000,50315140,50315140,1.0482320833333334
1223,24,2001,Rat Race,48000000,56607223,86607223,1.8043171458333334
4992,93,2001,Pendulum,2000000,0,0,0.0
4122,23,2001,The Brothers,6000000,27457409,27958191,4.6596985
4033,34,2001,The Other Side of Heaven,7000000,4720371,4720371,0.6743387142857142
1209,10,2001,The One,49000000,43905746,72689126,1.4834515510204083
